"","from","to"
"10064",76,76
"10065",75,75
"10066",75,76
"10067",75,124
"10068",76,75
"10069",76,76
"10070",76,124
"10071",124,75
"10072",124,76
"10073",124,124
"10074",75,75
"10075",75,75
"10076",75,128
"10077",75,76
"10078",128,75
"10079",128,128
"10080",128,76
"10081",76,75
"10082",76,128
"10083",76,76
"10084",75,75
"10085",75,75
"10086",75,75
"10087",75,128
"10088",75,76
"10089",128,75
"10090",128,128
"10091",128,76
"10092",76,75
"10093",76,128
"10094",76,76
"10095",75,75
"10096",75,75
"10097",75,75
"10098",75,75
"10099",75,128
"10100",128,75
"10101",128,128
"10102",75,75
"10103",75,75
"10104",75,128
"10105",128,75
"10106",128,128
"10107",75,75
"10108",75,75
"10109",75,75
"10110",75,75
"10111",75,75
"10112",75,76
"10113",76,75
"10114",76,76
"10115",75,75
"10116",75,75
"10117",75,75
"10118",75,75
"10119",129,129
"10120",129,129
"10121",129,129
"10122",129,129
"10123",129,129
"10124",129,130
"10125",129,131
"10126",130,129
"10127",130,130
"10128",130,131
"10129",131,129
"10130",131,130
"10131",131,131
"10132",129,129
"10133",129,130
"10134",129,131
"10135",130,129
"10136",130,130
"10137",130,131
"10138",131,129
"10139",131,130
"10140",131,131
"10141",129,129
"10142",129,129
"10143",129,129
"10144",129,129
"10145",129,130
"10146",130,129
"10147",130,130
"10148",129,129
"10149",129,129
"10150",129,129
"10151",129,130
"10152",129,131
"10153",130,129
"10154",130,130
"10155",130,131
"10156",131,129
"10157",131,130
"10158",131,131
"10159",129,129
"10160",129,130
"10161",130,129
"10162",130,130
"10163",129,129
"10164",129,130
"10165",129,131
"10166",130,129
"10167",130,130
"10168",130,131
"10169",131,129
"10170",131,130
"10171",131,131
"10172",129,129
"10173",129,130
"10174",129,131
"10175",130,129
"10176",130,130
"10177",130,131
"10178",131,129
"10179",131,130
"10180",131,131
"10181",129,129
"10182",129,130
"10183",129,131
"10184",130,129
"10185",130,130
"10186",130,131
"10187",131,129
"10188",131,130
"10189",131,131
"10190",129,129
"10191",129,129
"10192",129,129
"10193",129,130
"10194",129,131
"10195",130,129
"10196",130,130
"10197",130,131
"10198",131,129
"10199",131,130
"10200",131,131
"10201",129,129
"10202",129,129
"10203",129,130
"10204",129,131
"10205",130,129
"10206",130,130
"10207",130,131
"10208",131,129
"10209",131,130
"10210",131,131
"10211",129,129
"10212",129,130
"10213",130,129
"10214",130,130
"10215",129,129
"10216",129,129
"10217",129,129
"10218",129,129
"10219",129,130
"10220",129,131
"10221",130,129
"10222",130,130
"10223",130,131
"10224",131,129
"10225",131,130
"10226",131,131
"10227",129,129
"10228",129,130
"10229",129,131
"10230",130,129
"10231",130,130
"10232",130,131
"10233",131,129
"10234",131,130
"10235",131,131
"10236",129,129
"10237",129,130
"10238",129,131
"10239",130,129
"10240",130,130
"10241",130,131
"10242",131,129
"10243",131,130
"10244",131,131
"10245",129,129
"10246",129,129
"10247",129,130
"10248",129,131
"10249",130,129
"10250",130,130
"10251",130,131
"10252",131,129
"10253",131,130
"10254",131,131
"10255",129,129
"10256",129,129
"10257",129,130
"10258",130,129
"10259",130,130
"10260",129,129
"10261",129,129
"10262",129,130
"10263",129,131
"10264",130,129
"10265",130,130
"10266",130,131
"10267",131,129
"10268",131,130
"10269",131,131
"10270",129,129
"10271",129,129
"10272",129,129
"10273",129,130
"10274",130,129
"10275",130,130
"10276",129,129
"10277",129,130
"10278",130,129
"10279",130,130
"10280",129,129
"10281",129,130
"10282",129,131
"10283",130,129
"10284",130,130
"10285",130,131
"10286",131,129
"10287",131,130
"10288",131,131
"10289",129,129
"10290",15,15
"10291",15,16
"10292",16,15
"10293",16,16
"10294",15,15
"10295",15,16
"10296",15,17
"10297",16,15
"10298",16,16
"10299",16,17
"10300",17,15
"10301",17,16
"10302",17,17
"10303",15,15
"10304",15,16
"10305",15,17
"10306",16,15
"10307",16,16
"10308",16,17
"10309",17,15
"10310",17,16
"10311",17,17
"10312",15,15
"10313",15,16
"10314",15,17
"10315",16,15
"10316",16,16
"10317",16,17
"10318",17,15
"10319",17,16
"10320",17,17
"10321",15,15
"10322",15,16
"10323",16,15
"10324",16,16
"10325",15,15
"10326",15,15
"10327",15,15
"10328",15,16
"10329",15,17
"10330",16,15
"10331",16,16
"10332",16,17
"10333",17,15
"10334",17,16
"10335",17,17
"10336",15,15
"10337",15,17
"10338",17,15
"10339",17,17
"10340",15,15
"10341",15,16
"10342",15,17
"10343",16,15
"10344",16,16
"10345",16,17
"10346",17,15
"10347",17,16
"10348",17,17
"10349",15,15
"10350",15,17
"10351",17,15
"10352",17,17
"10353",15,15
"10354",15,27
"10355",15,25
"10356",27,15
"10357",27,27
"10358",27,25
"10359",25,15
"10360",25,27
"10361",25,25
"10362",15,15
"10363",15,16
"10364",15,17
"10365",16,15
"10366",16,16
"10367",16,17
"10368",17,15
"10369",17,16
"10370",17,17
"10371",15,15
"10372",15,15
"10373",15,132
"10374",15,16
"10375",15,17
"10376",15,68
"10377",15,25
"10378",132,15
"10379",132,132
"10380",132,16
"10381",132,17
"10382",132,68
"10383",132,25
"10384",16,15
"10385",16,132
"10386",16,16
"10387",16,17
"10388",16,68
"10389",16,25
"10390",17,15
"10391",17,132
"10392",17,16
"10393",17,17
"10394",17,68
"10395",17,25
"10396",68,15
"10397",68,132
"10398",68,16
"10399",68,17
"10400",68,68
"10401",68,25
"10402",25,15
"10403",25,132
"10404",25,16
"10405",25,17
"10406",25,68
"10407",25,25
"10408",15,15
"10409",15,17
"10410",15,68
"10411",15,25
"10412",17,15
"10413",17,17
"10414",17,68
"10415",17,25
"10416",68,15
"10417",68,17
"10418",68,68
"10419",68,25
"10420",25,15
"10421",25,17
"10422",25,68
"10423",25,25
"10424",15,15
"10425",15,16
"10426",16,15
"10427",16,16
"10428",15,15
"10429",15,16
"10430",15,68
"10431",15,25
"10432",16,15
"10433",16,16
"10434",16,68
"10435",16,25
"10436",68,15
"10437",68,16
"10438",68,68
"10439",68,25
"10440",25,15
"10441",25,16
"10442",25,68
"10443",25,25
"10444",15,15
"10445",15,64
"10446",15,17
"10447",15,25
"10448",64,15
"10449",64,64
"10450",64,17
"10451",64,25
"10452",17,15
"10453",17,64
"10454",17,17
"10455",17,25
"10456",25,15
"10457",25,64
"10458",25,17
"10459",25,25
"10460",15,15
"10461",15,68
"10462",15,25
"10463",68,15
"10464",68,68
"10465",68,25
"10466",25,15
"10467",25,68
"10468",25,25
"10469",15,15
"10470",15,27
"10471",15,25
"10472",27,15
"10473",27,27
"10474",27,25
"10475",25,15
"10476",25,27
"10477",25,25
"10478",22,22
"10479",22,22
"10480",22,22
"10481",22,71
"10482",22,81
"10483",22,66
"10484",22,73
"10485",22,21
"10486",22,133
"10487",71,22
"10488",71,71
"10489",71,81
"10490",71,66
"10491",71,73
"10492",71,21
"10493",71,133
"10494",81,22
"10495",81,71
"10496",81,81
"10497",81,66
"10498",81,73
"10499",81,21
"10500",81,133
"10501",66,22
"10502",66,71
"10503",66,81
"10504",66,66
"10505",66,73
"10506",66,21
"10507",66,133
"10508",73,22
"10509",73,71
"10510",73,81
"10511",73,66
"10512",73,73
"10513",73,21
"10514",73,133
"10515",21,22
"10516",21,71
"10517",21,81
"10518",21,66
"10519",21,73
"10520",21,21
"10521",21,133
"10522",133,22
"10523",133,71
"10524",133,81
"10525",133,66
"10526",133,73
"10527",133,21
"10528",133,133
"10529",22,22
"10530",22,2
"10531",22,21
"10532",2,22
"10533",2,2
"10534",2,21
"10535",21,22
"10536",21,2
"10537",21,21
"10538",22,22
"10539",22,71
"10540",22,2
"10541",22,66
"10542",22,73
"10543",22,21
"10544",71,22
"10545",71,71
"10546",71,2
"10547",71,66
"10548",71,73
"10549",71,21
"10550",2,22
"10551",2,71
"10552",2,2
"10553",2,66
"10554",2,73
"10555",2,21
"10556",66,22
"10557",66,71
"10558",66,2
"10559",66,66
"10560",66,73
"10561",66,21
"10562",73,22
"10563",73,71
"10564",73,2
"10565",73,66
"10566",73,73
"10567",73,21
"10568",21,22
"10569",21,71
"10570",21,2
"10571",21,66
"10572",21,73
"10573",21,21
"10574",22,22
"10575",22,22
"10576",22,71
"10577",22,85
"10578",22,2
"10579",22,66
"10580",22,73
"10581",22,21
"10582",71,22
"10583",71,71
"10584",71,85
"10585",71,2
"10586",71,66
"10587",71,73
"10588",71,21
"10589",85,22
"10590",85,71
"10591",85,85
"10592",85,2
"10593",85,66
"10594",85,73
"10595",85,21
"10596",2,22
"10597",2,71
"10598",2,85
"10599",2,2
"10600",2,66
"10601",2,73
"10602",2,21
"10603",66,22
"10604",66,71
"10605",66,85
"10606",66,2
"10607",66,66
"10608",66,73
"10609",66,21
"10610",73,22
"10611",73,71
"10612",73,85
"10613",73,2
"10614",73,66
"10615",73,73
"10616",73,21
"10617",21,22
"10618",21,71
"10619",21,85
"10620",21,2
"10621",21,66
"10622",21,73
"10623",21,21
"10624",22,22
"10625",22,22
"10626",22,2
"10627",2,22
"10628",2,2
"10629",22,22
"10630",22,71
"10631",22,66
"10632",22,73
"10633",71,22
"10634",71,71
"10635",71,66
"10636",71,73
"10637",66,22
"10638",66,71
"10639",66,66
"10640",66,73
"10641",73,22
"10642",73,71
"10643",73,66
"10644",73,73
"10645",22,22
"10646",22,71
"10647",22,66
"10648",22,73
"10649",22,21
"10650",71,22
"10651",71,71
"10652",71,66
"10653",71,73
"10654",71,21
"10655",66,22
"10656",66,71
"10657",66,66
"10658",66,73
"10659",66,21
"10660",73,22
"10661",73,71
"10662",73,66
"10663",73,73
"10664",73,21
"10665",21,22
"10666",21,71
"10667",21,66
"10668",21,73
"10669",21,21
"10670",22,22
"10671",22,71
"10672",22,66
"10673",71,22
"10674",71,71
"10675",71,66
"10676",66,22
"10677",66,71
"10678",66,66
"10679",22,22
"10680",22,66
"10681",22,21
"10682",66,22
"10683",66,66
"10684",66,21
"10685",21,22
"10686",21,66
"10687",21,21
"10688",22,22
"10689",22,21
"10690",21,22
"10691",21,21
"10692",22,22
"10693",22,71
"10694",22,66
"10695",22,21
"10696",71,22
"10697",71,71
"10698",71,66
"10699",71,21
"10700",66,22
"10701",66,71
"10702",66,66
"10703",66,21
"10704",21,22
"10705",21,71
"10706",21,66
"10707",21,21
"10708",22,22
"10709",22,22
"10710",22,71
"10711",22,81
"10712",22,66
"10713",22,73
"10714",22,21
"10715",71,22
"10716",71,71
"10717",71,81
"10718",71,66
"10719",71,73
"10720",71,21
"10721",81,22
"10722",81,71
"10723",81,81
"10724",81,66
"10725",81,73
"10726",81,21
"10727",66,22
"10728",66,71
"10729",66,81
"10730",66,66
"10731",66,73
"10732",66,21
"10733",73,22
"10734",73,71
"10735",73,81
"10736",73,66
"10737",73,73
"10738",73,21
"10739",21,22
"10740",21,71
"10741",21,81
"10742",21,66
"10743",21,73
"10744",21,21
"10745",22,22
"10746",22,71
"10747",22,66
"10748",22,73
"10749",22,21
"10750",71,22
"10751",71,71
"10752",71,66
"10753",71,73
"10754",71,21
"10755",66,22
"10756",66,71
"10757",66,66
"10758",66,73
"10759",66,21
"10760",73,22
"10761",73,71
"10762",73,66
"10763",73,73
"10764",73,21
"10765",21,22
"10766",21,71
"10767",21,66
"10768",21,73
"10769",21,21
"10770",22,22
"10771",22,71
"10772",22,66
"10773",22,21
"10774",71,22
"10775",71,71
"10776",71,66
"10777",71,21
"10778",66,22
"10779",66,71
"10780",66,66
"10781",66,21
"10782",21,22
"10783",21,71
"10784",21,66
"10785",21,21
"10786",22,22
"10787",22,71
"10788",22,66
"10789",22,73
"10790",22,21
"10791",71,22
"10792",71,71
"10793",71,66
"10794",71,73
"10795",71,21
"10796",66,22
"10797",66,71
"10798",66,66
"10799",66,73
"10800",66,21
"10801",73,22
"10802",73,71
"10803",73,66
"10804",73,73
"10805",73,21
"10806",21,22
"10807",21,71
"10808",21,66
"10809",21,73
"10810",21,21
"10811",22,22
"10812",22,71
"10813",22,66
"10814",22,73
"10815",22,21
"10816",71,22
"10817",71,71
"10818",71,66
"10819",71,73
"10820",71,21
"10821",66,22
"10822",66,71
"10823",66,66
"10824",66,73
"10825",66,21
"10826",73,22
"10827",73,71
"10828",73,66
"10829",73,73
"10830",73,21
"10831",21,22
"10832",21,71
"10833",21,66
"10834",21,73
"10835",21,21
"10836",22,22
"10837",22,66
"10838",22,29
"10839",22,21
"10840",66,22
"10841",66,66
"10842",66,29
"10843",66,21
"10844",29,22
"10845",29,66
"10846",29,29
"10847",29,21
"10848",21,22
"10849",21,66
"10850",21,29
"10851",21,21
"10852",22,22
"10853",22,22
"10854",22,66
"10855",22,21
"10856",66,22
"10857",66,66
"10858",66,21
"10859",21,22
"10860",21,66
"10861",21,21
"10862",22,22
"10863",22,22
"10864",22,71
"10865",22,66
"10866",22,21
"10867",22,134
"10868",71,22
"10869",71,71
"10870",71,66
"10871",71,21
"10872",71,134
"10873",66,22
"10874",66,71
"10875",66,66
"10876",66,21
"10877",66,134
"10878",21,22
"10879",21,71
"10880",21,66
"10881",21,21
"10882",21,134
"10883",134,22
"10884",134,71
"10885",134,66
"10886",134,21
"10887",134,134
"10888",22,22
"10889",22,66
"10890",22,21
"10891",66,22
"10892",66,66
"10893",66,21
"10894",21,22
"10895",21,66
"10896",21,21
"10897",22,22
"10898",22,71
"10899",22,2
"10900",22,66
"10901",22,73
"10902",22,21
"10903",71,22
"10904",71,71
"10905",71,2
"10906",71,66
"10907",71,73
"10908",71,21
"10909",2,22
"10910",2,71
"10911",2,2
"10912",2,66
"10913",2,73
"10914",2,21
"10915",66,22
"10916",66,71
"10917",66,2
"10918",66,66
"10919",66,73
"10920",66,21
"10921",73,22
"10922",73,71
"10923",73,2
"10924",73,66
"10925",73,73
"10926",73,21
"10927",21,22
"10928",21,71
"10929",21,2
"10930",21,66
"10931",21,73
"10932",21,21
"10933",22,22
"10934",22,71
"10935",22,2
"10936",22,66
"10937",22,73
"10938",22,21
"10939",71,22
"10940",71,71
"10941",71,2
"10942",71,66
"10943",71,73
"10944",71,21
"10945",2,22
"10946",2,71
"10947",2,2
"10948",2,66
"10949",2,73
"10950",2,21
"10951",66,22
"10952",66,71
"10953",66,2
"10954",66,66
"10955",66,73
"10956",66,21
"10957",73,22
"10958",73,71
"10959",73,2
"10960",73,66
"10961",73,73
"10962",73,21
"10963",21,22
"10964",21,71
"10965",21,2
"10966",21,66
"10967",21,73
"10968",21,21
"10969",22,22
"10970",22,71
"10971",22,2
"10972",22,66
"10973",22,21
"10974",71,22
"10975",71,71
"10976",71,2
"10977",71,66
"10978",71,21
"10979",2,22
"10980",2,71
"10981",2,2
"10982",2,66
"10983",2,21
"10984",66,22
"10985",66,71
"10986",66,2
"10987",66,66
"10988",66,21
"10989",21,22
"10990",21,71
"10991",21,2
"10992",21,66
"10993",21,21
"10994",22,22
"10995",22,22
"10996",22,135
"10997",135,22
"10998",135,135
"10999",22,22
"11000",22,22
"11001",22,66
"11002",66,22
"11003",66,66
"11004",100,100
"11005",100,101
"11006",100,95
"11007",101,100
"11008",101,101
"11009",101,95
"11010",95,100
"11011",95,101
"11012",95,95
"11013",100,100
"11014",100,100
"11015",100,100
"11016",100,100
"11017",100,100
"11018",100,88
"11019",88,100
"11020",88,88
"11021",100,100
"11022",100,100
"11023",100,87
"11024",87,100
"11025",87,87
"11026",100,100
"11027",100,100
"11028",100,87
"11029",87,100
"11030",87,87
"11031",100,100
"11032",100,100
"11033",100,100
"11034",100,100
"11035",100,88
"11036",88,100
"11037",88,88
"11038",100,100
"11039",100,100
"11040",100,132
"11041",100,136
"11042",132,100
"11043",132,132
"11044",132,136
"11045",136,100
"11046",136,132
"11047",136,136
"11048",100,100
"11049",100,100
"11050",100,100
"11051",100,132
"11052",100,136
"11053",132,100
"11054",132,132
"11055",132,136
"11056",136,100
"11057",136,132
"11058",136,136
"11059",100,100
"11060",100,100
"11061",100,100
"11062",100,100
"11063",100,100
"11064",100,100
"11065",100,100
"11066",100,100
"11067",100,100
"11068",100,100
"11069",100,100
"11070",100,100
"11071",100,100
"11072",100,100
"11073",100,100
"11074",100,132
"11075",100,136
"11076",100,137
"11077",132,100
"11078",132,132
"11079",132,136
"11080",132,137
"11081",136,100
"11082",136,132
"11083",136,136
"11084",136,137
"11085",137,100
"11086",137,132
"11087",137,136
"11088",137,137
"11089",100,100
"11090",100,100
"11091",100,137
"11092",137,100
"11093",137,137
"11094",100,100
"11095",100,132
"11096",100,136
"11097",100,127
"11098",132,100
"11099",132,132
"11100",132,136
"11101",132,127
"11102",136,100
"11103",136,132
"11104",136,136
"11105",136,127
"11106",127,100
"11107",127,132
"11108",127,136
"11109",127,127
"11110",100,100
"11111",100,138
"11112",138,100
"11113",138,138
"11114",100,100
"11115",100,100
"11116",100,95
"11117",95,100
"11118",95,95
"11119",100,100
"11120",100,87
"11121",87,100
"11122",87,87
"11123",100,100
"11124",9,9
"11125",9,10
"11126",9,11
"11127",9,12
"11128",10,9
"11129",10,10
"11130",10,11
"11131",10,12
"11132",11,9
"11133",11,10
"11134",11,11
"11135",11,12
"11136",12,9
"11137",12,10
"11138",12,11
"11139",12,12
"11140",9,9
"11141",9,9
"11142",9,9
"11143",9,6
"11144",6,9
"11145",6,6
"11146",9,9
"11147",9,9
"11148",9,9
"11149",9,9
"11150",9,9
"11151",9,9
"11152",9,9
"11153",9,9
"11154",9,10
"11155",9,11
"11156",9,12
"11157",10,9
"11158",10,10
"11159",10,11
"11160",10,12
"11161",11,9
"11162",11,10
"11163",11,11
"11164",11,12
"11165",12,9
"11166",12,10
"11167",12,11
"11168",12,12
"11169",9,9
"11170",139,139
"11171",139,139
"11172",139,139
"11173",139,139
"11174",139,139
"11175",139,139
"11176",139,139
"11177",139,139
"11178",139,139
"11179",139,139
"11180",139,139
"11181",139,139
"11182",139,139
"11183",139,139
"11184",139,139
"11185",139,139
"11186",139,139
"11187",139,139
"11188",71,71
"11189",71,66
"11190",66,71
"11191",66,66
"11192",71,71
"11193",71,2
"11194",2,71
"11195",2,2
"11196",71,71
"11197",71,2
"11198",2,71
"11199",2,2
"11200",71,71
"11201",71,66
"11202",71,73
"11203",66,71
"11204",66,66
"11205",66,73
"11206",73,71
"11207",73,66
"11208",73,73
"11209",71,71
"11210",71,21
"11211",21,71
"11212",21,21
"11213",71,71
"11214",71,66
"11215",71,73
"11216",66,71
"11217",66,66
"11218",66,73
"11219",73,71
"11220",73,66
"11221",73,73
"11222",71,71
"11223",71,71
"11224",71,66
"11225",66,71
"11226",66,66
"11227",71,71
"11228",71,2
"11229",71,66
"11230",2,71
"11231",2,2
"11232",2,66
"11233",66,71
"11234",66,2
"11235",66,66
"11236",71,71
"11237",71,66
"11238",71,73
"11239",71,133
"11240",66,71
"11241",66,66
"11242",66,73
"11243",66,133
"11244",73,71
"11245",73,66
"11246",73,73
"11247",73,133
"11248",133,71
"11249",133,66
"11250",133,73
"11251",133,133
"11252",71,71
"11253",71,2
"11254",71,66
"11255",2,71
"11256",2,2
"11257",2,66
"11258",66,71
"11259",66,2
"11260",66,66
"11261",140,140
"11262",140,141
"11263",140,64
"11264",140,142
"11265",141,140
"11266",141,141
"11267",141,64
"11268",141,142
"11269",64,140
"11270",64,141
"11271",64,64
"11272",64,142
"11273",142,140
"11274",142,141
"11275",142,64
"11276",142,142
"11277",19,19
"11278",19,19
"11279",19,72
"11280",72,19
"11281",72,72
"11282",143,143
"11283",143,144
"11284",144,143
"11285",144,144
"11286",143,143
"11287",143,143
"11288",143,143
"11289",143,143
"11290",143,143
"11291",143,143
"11292",143,143
"11293",143,143
"11294",143,143
"11295",143,143
"11296",143,143
"11297",143,143
"11298",143,143
"11299",143,143
"11300",143,143
"11301",143,143
"11302",143,143
"11303",143,143
"11304",143,143
"11305",143,143
"11306",143,143
"11307",143,144
"11308",144,143
"11309",144,144
"11310",143,143
"11311",143,143
"11312",143,143
"11313",143,143
"11314",143,143
"11315",143,143
"11316",143,143
"11317",143,144
"11318",144,143
"11319",144,144
"11320",143,143
"11321",143,143
"11322",143,143
"11323",143,143
"11324",143,143
"11325",143,143
"11326",143,143
"11327",143,143
"11328",143,143
"11329",143,143
"11330",143,143
"11331",143,143
"11332",143,143
"11333",143,143
"11334",143,143
"11335",143,143
"11336",143,143
"11337",143,143
"11338",143,143
"11339",143,143
"11340",143,143
"11341",130,130
"11342",130,130
"11343",130,130
"11344",130,130
"11345",130,130
"11346",26,26
"11347",26,26
"11348",26,26
"11349",26,26
"11350",26,146
"11351",146,26
"11352",146,146
"11353",26,26
"11354",26,20
"11355",20,26
"11356",20,20
"11357",26,26
"11358",26,64
"11359",64,26
"11360",64,64
"11361",26,26
"11362",26,26
"11363",26,26
"11364",26,146
"11365",26,20
"11366",146,26
"11367",146,146
"11368",146,20
"11369",20,26
"11370",20,146
"11371",20,20
"11372",26,26
"11373",26,26
"11374",26,64
"11375",26,20
"11376",64,26
"11377",64,64
"11378",64,20
"11379",20,26
"11380",20,64
"11381",20,20
"11382",26,26
"11383",26,26
"11384",26,26
"11385",26,26
"11386",83,83
"11387",83,83
"11388",83,147
"11389",147,83
"11390",147,147
"11391",83,83
"11392",83,83
"11393",83,87
"11394",83,147
"11395",83,148
"11396",87,83
"11397",87,87
"11398",87,147
"11399",87,148
"11400",147,83
"11401",147,87
"11402",147,147
"11403",147,148
"11404",148,83
"11405",148,87
"11406",148,147
"11407",148,148
"11408",83,83
"11409",83,147
"11410",147,83
"11411",147,147
"11412",83,83
"11413",83,147
"11414",83,148
"11415",147,83
"11416",147,147
"11417",147,148
"11418",148,83
"11419",148,147
"11420",148,148
"11421",83,83
"11422",83,147
"11423",83,150
"11424",147,83
"11425",147,147
"11426",147,150
"11427",150,83
"11428",150,147
"11429",150,150
"11430",83,83
"11431",83,149
"11432",83,150
"11433",149,83
"11434",149,149
"11435",149,150
"11436",150,83
"11437",150,149
"11438",150,150
"11439",83,83
"11440",83,87
"11441",83,150
"11442",87,83
"11443",87,87
"11444",87,150
"11445",150,83
"11446",150,87
"11447",150,150
"11448",83,83
"11449",83,83
"11450",83,150
"11451",150,83
"11452",150,150
"11453",83,83
"11454",83,83
"11455",83,83
"11456",83,150
"11457",150,83
"11458",150,150
"11459",83,83
"11460",83,147
"11461",83,149
"11462",83,73
"11463",83,150
"11464",147,83
"11465",147,147
"11466",147,149
"11467",147,73
"11468",147,150
"11469",149,83
"11470",149,147
"11471",149,149
"11472",149,73
"11473",149,150
"11474",73,83
"11475",73,147
"11476",73,149
"11477",73,73
"11478",73,150
"11479",150,83
"11480",150,147
"11481",150,149
"11482",150,73
"11483",150,150
"11484",83,83
"11485",83,148
"11486",148,83
"11487",148,148
"11488",83,83
"11489",83,87
"11490",83,148
"11491",83,150
"11492",87,83
"11493",87,87
"11494",87,148
"11495",87,150
"11496",148,83
"11497",148,87
"11498",148,148
"11499",148,150
"11500",150,83
"11501",150,87
"11502",150,148
"11503",150,150
"11504",83,83
"11505",83,147
"11506",83,150
"11507",147,83
"11508",147,147
"11509",147,150
"11510",150,83
"11511",150,147
"11512",150,150
"11513",83,83
"11514",83,83
"11515",83,148
"11516",148,83
"11517",148,148
"11518",83,83
"11519",83,83
"11520",83,147
"11521",147,83
"11522",147,147
"11523",83,83
"11524",83,147
"11525",147,83
"11526",147,147
"11527",83,83
"11528",83,147
"11529",83,148
"11530",147,83
"11531",147,147
"11532",147,148
"11533",148,83
"11534",148,147
"11535",148,148
"11536",83,83
"11537",83,83
"11538",83,147
"11539",83,150
"11540",147,83
"11541",147,147
"11542",147,150
"11543",150,83
"11544",150,147
"11545",150,150
"11546",83,83
"11547",83,150
"11548",150,83
"11549",150,150
"11550",83,83
"11551",83,83
"11552",83,83
"11553",83,150
"11554",150,83
"11555",150,150
"11556",83,83
"11557",83,147
"11558",83,150
"11559",147,83
"11560",147,147
"11561",147,150
"11562",150,83
"11563",150,147
"11564",150,150
"11565",83,83
"11566",83,73
"11567",83,150
"11568",73,83
"11569",73,73
"11570",73,150
"11571",150,83
"11572",150,73
"11573",150,150
"11574",83,83
"11575",83,149
"11576",83,150
